1605,SUMATERA SELATAN,KABUPATEN MUSI RAWAS
1606,SUMATERA SELATAN,KABUPATEN MUSI BANYUASIN
1607,SUMATERA SELATAN,KABUPATEN BANYU ASIN
1608,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ULU SELATAN
1609,SUMATERA SELATAN,KABUPATEN OGAN KOMERING ULU TIMUR
1610,SUMATERA SELATAN,KABUPATEN OGAN ILIR
1611,SUMATERA SELATAN,KABUPATEN EMPAT LAWANG
1612,SUMATERA SELATAN,KABUPATEN PENUKAL ABAB LEMATANG ILIR
1613,SUMATERA SELATAN,KABUPATEN MUSI RAWAS UTARA
1671,SUMATERA SELATAN,KOTA PALEMBANG
1672,SUMATERA SELATAN,KOTA PRABUMULIH
1673,SUMATERA SELATAN,KOTA PAGAR ALAM
1674,SUMATERA SELATAN,KOTA LUBUKLINGGAU
1701,BENGKULU,KABUPATEN BENGKULU SELATAN
1702,BENGKULU,KABUPATEN REJANG LEBONG
1703,BENGKULU,KABUPATEN BENGKULU UTARA
1704,BENGKULU,KABUPATEN KAUR
1705,BENGKULU,KABUPATEN SELUMA
1706,BENGKULU,KABUPATEN MUKOMUKO
1707,BENGKULU,KABUPATEN LEBONG
1708,BENGKULU,KABUPATEN KEPAHIANG
1709,BENGKULU,KABUPATEN BENGKULU TENGAH
1771,BENGKULU,KOTA BENGKULU
1801,LAMPUNG,KABUPATEN LAMPUNG BARAT
1802,LAMPUNG,KABUPATEN TANGGAMUS
1803,LAMPUNG,KABUPATEN LAMPUNG SELATAN
1804,LAMPUNG,KABUPATEN LAMPUNG TIMUR
1805,LAMPUNG,KABUPATEN LAMPUNG TENGAH
1806,LAMPUNG,KABUPATEN LAMPUNG UTARA
1807,LAMPUNG,KABUPATEN WAY KANAN
1808,LAMPUNG,KABUPATEN TULANGBAWANG
1809,LAMPUNG,KABUPATEN PESAWARAN
1810,LAMPUNG,KABUPATEN PRINGSEWU
1811,LAMPUNG,KABUPATEN MESUJI
1812,LAMPUNG,KABUPATEN TULANG BAWANG BARAT
1813,LAMPUNG,KABUPATEN PESISIR BARAT
1871,LAMPUNG,KOTA BANDAR LAMPUNG
1872,LAMPUNG,KOTA METRO
1901,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA
1902,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG
1903,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA BARAT
1904,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA TENGAH
1905,KEPULAUAN BANGKA BELITUNG,KABUPATEN BANGKA SELATAN
1906,KEPULAUAN BANGKA BELITUNG,KABUPATEN BELITUNG TIMUR
1971,KEPULAUAN BANGKA BELITUNG,KOTA PANGKAL PINANG
2101,KEPULAUAN RIAU,KABUPATEN KARIMUN
2102,KEPULAUAN RIAU,KABUPATEN BINTAN
2103,KEPULAUAN RIAU,KABUPATEN NATUNA
2104,KEPULAUAN RIAU,KABUPATEN LINGGA
2105,KEPULAUAN RIAU,KABUPATEN KEPULAUAN ANAMBAS
2171,KEPULAUAN RIAU,KOTA B A T A M
2172,KEPULAUAN RIAU,KOTA TANJUNG PINANG
3101,DKI JAKARTA,KABUPATEN KEPULAUAN SERIBU
3171,DKI JAKARTA,KOTA JAKARTA SELATAN
3172,DKI JAKARTA,KOTA JAKARTA TIMUR
3173,DKI JAKARTA,KOTA JAKARTA PUSAT
3174,DKI JAKARTA,KOTA JAKARTA BARAT
3175,DKI JAKARTA,KOTA JAKARTA UTARA
3201,JAWA BARAT,KABUPATEN BOGOR
3202,JAWA BARAT,KABUPATEN SUKABUMI
3203,JAWA BARAT,KABUPATEN CIANJUR
3204,JAWA BARAT,KABUPATEN BANDUNG
3205,JAWA BARAT,KABUPATEN GARUT
3206,JAWA BARAT,KABUPATEN TASIKMALAYA
3207,JAWA BARAT,KABUPATEN CIAMIS
3208,JAWA BARAT,KABUPATEN KUNINGAN
3209,JAWA BARAT,KABUPATEN CIREBON
3210,JAWA BARAT,KABUPATEN MAJALENGKA
3211,JAWA BARAT,KABUPATEN SUMEDANG
3212,JAWA BARAT,KABUPATEN INDRAMAYU
3213,JAWA BARAT,KABUPATEN SUBANG
3214,JAWA BARAT,KABUPATEN PURWAKARTA
3215,JAWA BARAT,KABUPATEN KARAWANG
3216,JAWA BARAT,KABUPATEN BEKASI
3217,JAWA BARAT,KABUPATEN BANDUNG BARAT
3218,JAWA BARAT,KABUPATEN PANGANDARAN
3271,JAWA BARAT,KOTA BOGOR
3272,JAWA BARAT,KOTA SUKABUMI
3273,JAWA BARAT,KOTA BANDUNG
3274,JAWA BARAT,KOTA CIREBON
3275,JAWA BARAT,KOTA BEKASI
3276,JAWA BARAT,KOTA DEPOK
3277,JAWA BARAT,KOTA CIMAHI
3278,JAWA BARAT,KOTA TASIKMALAYA
3279,JAWA BARAT,KOTA BANJAR
3301,JAWA TENGAH,KABUPATEN CILACAP
3302,JAWA TENGAH,KABUPATEN BANYUMAS
3303,JAWA TENGAH,KABUPATEN PURBALINGGA
3304,JAWA TENGAH,KABUPATEN BANJARNEGARA
3305,JAWA TENGAH,KABUPATEN KEBUMEN
3306,JAWA TENGAH,KABUPATEN PURWOREJO
3307,JAWA TENGAH,KABUPATEN WONOSOBO
3308,JAWA TENGAH,KABUPATEN MAGELANG
3309,JAWA TENGAH,KABUPATEN BOYOLALI
3310,JAWA TENGAH,KABUPATEN KLATEN
3311,JAWA TENGAH,KABUPATEN SUKOHARJO
3312,JAWA TENGAH,KABUPATEN WONOGIRI
3313,JAWA TENGAH,KABUPATEN KARANGANYAR
3314,JAWA TENGAH,KABUPATEN SRAGEN
3315,JAWA TENGAH,KABUPATEN GROBOGAN
3316,JAWA TENGAH,KABUPATEN BLORA
3317,JAWA TENGAH,KABUPATEN REMBANG
3318,JAWA TENGAH,KABUPATEN PATI
3319,JAWA TENGAH,KABUPATEN KUDUS
3320,JAWA TENGAH,KABUPATEN JEPARA
3321,JAWA TENGAH,KABUPATEN DEMAK
3322,JAWA TENGAH,KABUPATEN SEMARANG
3323,JAWA TENGAH,KABUPATEN TEMANGGUNG
3324,JAWA TENGAH,KABUPATEN KENDAL
3325,JAWA TENGAH,KABUPATEN BATANG
3326,JAWA TENGAH,KABUPATEN PEKALONGAN
3327,JAWA TENGAH,KABUPATEN PEMALANG
3328,JAWA TENGAH,KABUPATEN TEGAL
3329,JAWA TENGAH,KABUPATEN BREBES
3371,JAWA TENGAH,KOTA MAGELANG
3372,JAWA TENGAH,KOTA SURAKARTA
3373,JAWA TENGAH,KOTA SALATIGA
3374,JAWA TENGAH,KOTA SEMARANG
3375,JAWA TENGAH,KOTA PEKALONGAN
3376,JAWA TENGAH,KOTA TEGAL
3401,DI YOGYAKARTA,KABUPATEN KULON PROGO
3402,DI YOGYAKARTA,KABUPATEN BANTUL
3403,DI YOGYAKARTA,KABUPATEN GUNUNG KIDUL
3404,DI YOGYAKARTA,KABUPATEN SLEMAN
3471,DI YOGYAKARTA,KOTA YOGYAKARTA
3501,JAWA TIMUR,KABUPATEN PACITAN
3502,JAWA TIMUR,KABUPATEN PONOROGO
3503,JAWA TIMUR,KABUPATEN TRENGGALEK
3504,JAWA TIMUR,KABUPATEN TULUNGAGUNG
3505,JAWA TIMUR,KABUPATEN BLITAR
3506,JAWA TIMUR,KABUPATEN KEDIRI
3507,JAWA TIMUR,KABUPATEN MALANG
3508,JAWA TIMUR,KABUPATEN LUMAJANG
3509,JAWA TIMUR,KABUPATEN JEMBER
3510,JAWA TIMUR,KABUPATEN BANYUWANGI
3511,JAWA TIMUR,KABUPATEN BONDOWOSO
3512,JAWA TIMUR,KABUPATEN SITUBONDO
3513,JAWA TIMUR,KABUPATEN PROBOLINGGO
3514,JAWA TIMUR,KABUPATEN PASURUAN
3515,JAWA TIMUR,KABUPATEN SIDOARJO
3516,JAWA TIMUR,KABUPATEN MOJOKERTO
3517,JAWA TIMUR,KABUPATEN JOMBANG
3518,JAWA TIMUR,KABUPATEN NGANJUK
3519,JAWA TIMUR,KABUPATEN MADIUN
3520,JAWA TIMUR,KABUPATEN MAGETAN
3521,JAWA TIMUR,KABUPATEN NGAWI
3522,JAWA TIMUR,KABUPATEN BOJONEGORO
3523,JAWA TIMUR,KABUPATEN TUBAN
3524,JAWA TIMUR,KABUPATEN LAMONGAN
3525,JAWA TIMUR,KABUPATEN GRESIK
3526,JAWA TIMUR,KABUPATEN BANGKALAN
3527,JAWA TIMUR,KABUPATEN SAMPANG
3528,JAWA TIMUR,KABUPATEN PAMEKASAN
3529,JAWA TIMUR,KABUPATEN SUMENEP
3571,JAWA TIMUR,KOTA KEDIRI
3572,JAWA TIMUR,KOTA BLITAR
3573,JAWA TIMUR,KOTA MALANG
3574,JAWA TIMUR,KOTA PROBOLINGGO
3575,JAWA TIMUR,KOTA PASURUAN
3576,JAWA TIMUR,KOTA MOJOKERTO
3577,JAWA TIMUR,KOTA MADIUN
3578,JAWA TIMUR,KOTA SURABAYA
3579,JAWA TIMUR,KOTA BATU
3601,BANTEN,KABUPATEN PANDEGLANG
3602,BANTEN,KABUPATEN LEBAK
3603,BANTEN,KABUPATEN TANGERANG
3604,BANTEN,KABUPATEN SERANG
3671,BANTEN,KOTA TANGERANG
3672,BANTEN,KOTA CILEGON
3673,BANTEN,KOTA SERANG
3674,BANTEN,KOTA TANGERANG SELATAN
5101,BALI,KABUPATEN JEMBRANA
5102,BALI,KABUPATEN TABANAN
5103,BALI,KABUPATEN BADUNG
5104,BALI,KABUPATEN GIANYAR
5105,BALI,KABUPATEN KLUNGKUNG
5106,BALI,KABUPATEN BANGLI
5107,BALI,KABUPATEN KARANG ASEM
5108,BALI,KABUPATEN BULELENG
5171,BALI,KOTA DENPASAR
5201,NUSA TENGGARA BARAT,KABUPATEN LOMBOK BARAT
5202,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TENGAH
5203,NUSA TENGGARA BARAT,KABUPATEN LOMBOK TIMUR
5204,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA
5205,NUSA TENGGARA BARAT,KABUPATEN DOMPU
5206,NUSA TENGGARA BARAT,KABUPATEN BIMA
5207,NUSA TENGGARA BARAT,KABUPATEN SUMBAWA BARAT
5208,NUSA TENGGARA BARAT,KABUPATEN LOMBOK UTARA
5271,NUSA TENGGARA BARAT,KOTA MATARAM
5272,NUSA TENGGARA BARAT,KOTA BIMA
5301,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT
5302,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TIMUR
5303,NUSA TENGGARA TIMUR,KABUPATEN KUPANG
5304,NUSA TENGGARA TIMUR,KABUPATEN TIMOR TENGAH SELATAN
5305,NUSA TENGGARA TIMUR,KABUPATEN TIMOR TENGAH UTARA
5306,NUSA TENGGARA TIMUR,KABUPATEN BELU
5307,NUSA TENGGARA TIMUR,KABUPATEN ALOR
5308,NUSA TENGGARA TIMUR,KABUPATEN LEMBATA
5309,NUSA TENGGARA TIMUR,KABUPATEN FLORES TIMUR
5310,NUSA TENGGARA TIMUR,KABUPATEN SIKKA
5311,NUSA TENGGARA TIMUR,KABUPATEN ENDE
5312,NUSA TENGGARA TIMUR,KABUPATEN NGADA
5313,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI
5314,NUSA TENGGARA TIMUR,KABUPATEN ROTE NDAO
5315,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI BARAT
5316,NUSA TENGGARA TIMUR,KABUPATEN SUMBA TENGAH
5317,NUSA TENGGARA TIMUR,KABUPATEN SUMBA BARAT DAYA
5318,NUSA TENGGARA TIMUR,KABUPATEN NAGEKEO
5319,NUSA TENGGARA TIMUR,KABUPATEN MANGGARAI TIMUR
5320,NUSA TENGGARA TIMUR,KABUPATEN SABU RAIJUA
5321,NUSA TENGGARA TIMUR,KABUPATEN MALAKA
5371,NUSA TENGGARA TIMUR,KOTA KUPANG
6101,KALIMANTAN BARAT,KABUPATEN SAMBAS
6102,KALIMANTAN BARAT,KABUPATEN BENGKAYANG
6103,KALIMANTAN BARAT,KABUPATEN LANDAK
6104,KALIMANTAN BARAT,KABUPATEN MEMPAWAH
6105,KALIMANTAN BARAT,KABUPATEN SANGGAU
6106,KALIMANTAN BARAT,KABUPATEN KETAPANG
6107,KALIMANTAN BARAT,KABUPATEN SINTANG
6108,KALIMANTAN BARAT,KABUPATEN KAPUAS HULU
6109,KALIMANTAN BARAT,KABUPATEN SEKADAU
6110,KALIMANTAN BARAT,KABUPATEN MELAWI
6111,KALIMANTAN BARAT,KABUPATEN KAYONG UTARA
6112,KALIMANTAN BARAT,KABUPATEN KUBU RAYA
6171,KALIMANTAN BARAT,KOTA PONTIANAK
6172,KALIMANTAN BARAT,KOTA SINGKAWANG
6201,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN BARAT
6202,KALIMANTAN TENGAH,KABUPATEN KOTAWARINGIN TIMUR
6203,KALIMANTAN TENGAH,KABUPATEN KAPUAS
6204,KALIMANTAN TENGAH,KABUPATEN BARITO SELATAN
6205,KALIMANTAN TENGAH,KABUPATEN BARITO UTARA
6206,KALIMANTAN TENGAH,KABUPATEN SUKAMARA
6207,KALIMANTAN TENGAH,KABUPATEN LAMANDAU
6208,KALIMANTAN TENGAH,KABUPATEN SERUYAN
6209,KALIMANTAN TENGAH,KABUPATEN KATINGAN
6210,KALIMANTAN TENGAH,KABUPATEN PULANG PISAU
6211,KALIMANTAN TENGAH,KABUPATEN GUNUNG MAS
6212,KALIMANTAN TENGAH,KABUPATEN BARITO TIMUR
6213,KALIMANTAN TENGAH,KABUPATEN MURUNG RAYA
6271,KALIMANTAN TENGAH,KOTA PALANGKA RAYA
6301,KALIMANTAN SELATAN,KABUPATEN TANAH LAUT
6302,KALIMANTAN SELATAN,KABUPATEN KOTA BARU
6303,KALIMANTAN SELATAN,KABUPATEN BANJAR
6304,KALIMANTAN SELATAN,KABUPATEN BARITO KUALA
6305,KALIMANTAN SELATAN,KABUPATEN TAPIN
6306,KALIMANTAN SELATAN,KABUPATEN HULU SUNGAI SELATAN
6307,KALIMANTAN SELATAN,KABUPATEN HULU SUNGAI TENGAH
6308,KALIMANTAN SELATAN,KABUPATEN HULU SUNGAI UTARA
6309,KALIMANTAN SELATAN,KABUPATEN TABALONG
6310,KALIMANTAN SELATAN,KABUPATEN TANAH BUMBU
6311,KALIMANTAN SELATAN,KABUPATEN BALANGAN
6371,KALIMANTAN SELATAN,KOTA BANJARMASIN
6372,KALIMANTAN SELATAN,KOTA BANJAR BARU
6401,KALIMANTAN TIMUR,KABUPATEN PASER
6402,KALIMANTAN TIMUR,KABUPATEN KUTAI BARAT
6403,KALIMANTAN TIMUR,KABUPATEN KUTAI KARTANEGARA
6404,KALIMANTAN TIMUR,KABUPATEN KUTAI TIMUR
6405,KALIMANTAN TIMUR,KABUPATEN BERAU
6409,KALIMANTAN TIMUR,KABUPATEN PENAJAM PASER UTARA
6411,KALIMANTAN TIMUR,KABUPATEN MAHAKAM HULU
6471,KALIMANTAN TIMUR,KOTA BALIKPAPAN
6472,KALIMANTAN TIMUR,KOTA SAMARINDA
6474,KALIMANTAN TIMUR,KOTA BONTANG
6501,KALIMANTAN UTARA,KABUPATEN MALINAU
6502,KALIMANTAN UTARA,KABUPATEN BULUNGAN
6503,KALIMANTAN UTARA,KABUPATEN TANA TIDUNG
6504,KALIMANTAN UTARA,KABUPATEN NUNUKAN
6571,KALIMANTAN UTARA,KOTA TARAKAN
7101,SULAWESI UTARA,KABUPATEN BOLAANG MONGONDOW
7102,SULAWESI UTARA,KABUPATEN MINAHASA
7103,SULAWESI UTARA,KABUPATEN KEPULAUAN SANGIHE
7104,SULAWESI UTARA,KABUPATEN KEPULAUAN TALAUD
7105,SULAWESI UTARA,KABUPATEN MINAHASA SELATAN
7106,SULAWESI UTARA,KABUPATEN MINAHASA UTARA
7107,SULAWESI UTARA,KABUPATEN BOLAANG MONGONDOW UTARA
7108,SULAWESI UTARA,KABUPATEN SIAU TAGULANDANG BIARO
7109,SULAWESI UTARA,KABUPATEN MINAHASA TENGGARA
7110,SULAWESI UTARA,KABUPATEN BOLAANG MONGONDOW SELATAN
7111,SULAWESI UTARA,KABUPATEN BOLAANG MONGONDOW TIMUR
7171,SULAWESI UTARA,KOTA MANADO
7172,SULAWESI UTARA,KOTA BITUNG
7173,SULAWESI UTARA,KOTA TOMOHON
7174,SULAWESI UTARA,KOTA KOTAMOBAGU
7201,SULAWESI TENGAH,KABUPATEN BANGGAI KEPULAUAN
7202,SULAWESI TENGAH,KABUPATEN BANGGAI
7203,SULAWESI TENGAH,KABUPATEN MOROWALI
7204,SULAWESI TENGAH,KABUPATEN POSO
7205,SULAWESI TENGAH,KABUPATEN DONGGALA
7206,SULAWESI TENGAH,KABUPATEN TOLI-TOLI
7207,SULAWESI TENGAH,KABUPATEN BUOL
7208,SULAWESI TENGAH,KABUPATEN PARIGI MOUTONG
7209,SULAWESI TENGAH,KABUPATEN TOJO UNA-UNA
7210,SULAWESI TENGAH,KABUPATEN SIGI
7211,SULAWESI TENGAH,KABUPATEN BANGGAI LAUT
7212,SULAWESI TENGAH,KABUPATEN MOROWALI UTARA
7271,SULAWESI TENGAH,KOTA PALU
7301,SULAWESI SELATAN,KABUPATEN KEPULAUAN SELAYAR
7302,SULAWESI SELATAN,KABUPATEN BULUKUMBA
7303,SULAWESI SELATAN,KABUPATEN BANTAENG
7304,SULAWESI SELATAN,KABUPATEN JENEPONTO
7305,SULAWESI SELATAN,KABUPATEN TAKALAR
7306,SULAWESI SELATAN,KABUPATEN GOWA
7307,SULAWESI SELATAN,KABUPATEN SINJAI
7308,SULAWESI SELATAN,KABUPATEN MAROS
7309,SULAWESI SELATAN,KABUPATEN PANGKAJENE DAN KEPULAUAN
7310,SULAWESI SELATAN,KABUPATEN BARRU
7311,SULAWESI SELATAN,KABUPATEN BONE
7312,SULAWESI SELATAN,KABUPATEN SOPPENG
7313,SULAWESI SELATAN,KABUPATEN WAJO
7314,SULAWESI SELATAN,KABUPATEN SIDENRENG RAPPANG
7315,SULAWESI SELATAN,KABUPATEN PINRANG
7316,SULAWESI SELATAN,KABUPATEN ENREKANG
7317,SULAWESI SELATAN,KABUPATEN LUWU
7318,SULAWESI SELATAN,KABUPATEN TANA TORAJA
7322,SULAWESI SELATAN,KABUPATEN LUWU UTARA
7325,SULAWESI SELATAN,KABUPATEN LUWU TIMUR
7326,SULAWESI SELATAN,KABUPATEN TORAJA UTARA
7371,SULAWESI SELATAN,KOTA MAKASSAR
7372,SULAWESI SELATAN,KOTA PAREPARE
7373,SULAWESI SELATAN,KOTA PALOPO
7401,SULAWESI TENGGARA,KABUPATEN BUTON
7402,SULAWESI TENGGARA,KABUPATEN MUNA
7403,SULAWESI TENGGARA,KABUPATEN KONAWE
7404,SULAWESI TENGGARA,KABUPATEN KOLAKA
7405,SULAWESI TENGGARA,KABUPATEN KONAWE SELATAN
7406,SULAWESI TENGGARA,KABUPATEN BOMBANA
7407,SULAWESI TENGGARA,KABUPATEN WAKATOBI
7408,SULAWESI TENGGARA,KABUPATEN KOLAKA UTARA
7409,SULAWESI TENGGARA,KABUPATEN BUTON UTARA
7410,SULAWESI TENGGARA,KABUPATEN KONAWE UTARA
7411,SULAWESI TENGGARA,KABUPATEN KOLAKA TIMUR
7412,SULAWESI TENGGARA,KABUPATEN KONAWE KEPULAUAN
7413,SULAWESI TENGGARA,KABUPATEN MUNA BARAT
7414,SULAWESI TENGGARA,KABUPATEN BUTON TENGAH
7415,SULAWESI TENGGARA,KABUPATEN BUTON SELATAN
7471,SULAWESI TENGGARA,KOTA KENDARI
7472,SULAWESI TENGGARA,KOTA BAUBAU
7501,GORONTALO,KABUPATEN BOALEMO
7502,GORONTALO,KABUPATEN GORONTALO
7503,GORONTALO,KABUPATEN POHUWATO
7504,GORONTALO,KABUPATEN BONE BOLANGO
7505,GORONTALO,KABUPATEN GORONTALO UTARA
7571,GORONTALO,KOTA GORONTALO
7601,SULAWESI BARAT,KABUPATEN MAJENE
7602,SULAWESI BARAT,KABUPATEN POLEWALI MANDAR
7603,SULAWESI BARAT,KABUPATEN MAMASA
7604,SULAWESI BARAT,KABUPATEN MAMUJU
7605,SULAWESI BARAT,KABUPATEN MAMUJU UTARA
7606,SULAWESI BARAT,KABUPATEN MAMUJU TENGAH
8101,MALUKU,KABUPATEN MALUKU TENGGARA BARAT
8102,MALUKU,KABUPATEN MALUKU TENGGARA
8103,MALUKU,KABUPATEN MALUKU TENGAH
8104,MALUKU,KABUPATEN BURU
8105,MALUKU,KABUPATEN KEPULAUAN ARU
8106,MALUKU,KABUPATEN SERAM BAGIAN BARAT
8107,MALUKU,KABUPATEN SERAM BAGIAN TIMUR
8108,MALUKU,KABUPATEN MALUKU BARAT DAYA
8109,MALUKU,KABUPATEN BURU SELATAN
8171,MALUKU,KOTA AMBON
8172,MALUKU,KOTA TUAL
8201,MALUKU UTARA,KABUPATEN HALMAHERA BARAT
8202,MALUKU UTARA,KABUPATEN HALMAHERA TENGAH
8203,MALUKU UTARA,KABUPATEN KEPULAUAN SULA
8204,MALUKU UTARA,KABUPATEN HALMAHERA SELATAN
8205,MALUKU UTARA,KABUPATEN HALMAHERA UTARA
8206,MALUKU UTARA,KABUPATEN HALMAHERA TIMUR
8207,MALUKU UTARA,KABUPATEN PULAU MOROTAI
8208,MALUKU UTARA,KABUPATEN PULAU TALIABU
8271,MALUKU UTARA,KOTA TERNATE
8272,MALUKU UTARA,KOTA TIDORE KEPULAUAN
9101,PAPUA BARAT,KABUPATEN FAKFAK
9102,PAPUA BARAT,KABUPATEN KAIMANA
9103,PAPUA BARAT,KABUPATEN TELUK WONDAMA
9104,PAPUA BARAT,KABUPATEN TELUK BINTUNI
9105,PAPUA BARAT,KABUPATEN MANOKWARI
9106,PAPUA BARAT,KABUPATEN SORONG SELATAN
9107,PAPUA BARAT,KABUPATEN SORONG
9108,PAPUA BARAT,KABUPATEN RAJA AMPAT
9109,PAPUA BARAT,KABUPATEN TAMBRAUW
9110,PAPUA BARAT,KABUPATEN MAYBRAT
9111,PAPUA BARAT,KABUPATEN MANOKWARI SELATAN
